Code,Company,Market,Index,Price,SEDOL,ISIN,Exchange,Bloomberg,Tier,Currency,IndLoanRate,RepoRate,almRate,LCR,RWA,BorrowRate
EWBC,EAST WEST BANCORP INC,US,Russell 1000,56.22,2487407,US27579R1041,NASDAQ,EWBC:US,2,USD,0.03,0.02,0.08,0.08,0.21,0.07
ALLE,ALLEGION PLC,US,Russell 1000,82.85,BFRT3W7,IE00BFRT3W74,New York Stock Exchange Inc.,ALLE:US,2,USD,0.14,0.13,0.19,0.18,0.04,0.08
STLD,STEEL DYNAMICS INC,US,Russell 1000,33.83,2849472,US8581191009,NASDAQ,STLD:US,2,USD,0.18,0.02,0.18,0.19,0.17,0.02
JKHY,JACK HENRY ANS ASSOCIATES INC,US,Russell 1000,102.23,2469193,US4262811015,NASDAQ,JKHY:US,2,USD,0.03,0.18,0.04,0.05,0.11,0.12
IPG,INTERPUBLIC GROUP OF COMPANIES INC,US,Russell 1000,20.05,2466321,US4606901001,New York Stock Exchange Inc.,IPG:US,2,USD,0.15,0.06,0.03,0.11,0.08,0.21
SEIC,SEI INVESTMENTS,US,Russell 1000,58.69,2793610,US7841171033,NASDAQ,SEIC:US,2,USD,0.03,0.12,0.21,0.04,0.04,0.19
Y,ALLEGHANY CORP,US,Russell 1000,564.51,2016801,US0171751003,New York Stock Exchange Inc.,Y:US,2,USD,0.07,0.05,0.19,0.15,0.18,0.06
LUK,LEUCADIA NATIONAL CORP,US,Russell 1000,24.29,2513012,US5272881047,New York Stock Exchange Inc.,LUK:US,2,USD,0.22,0.14,0.21,0.04,0.06,0.02
VMW,VMWARE INC CLASS A,US,Russell 1000,109.68,B23SN61,US9285634021,New York Stock Exchange Inc.,VMW:US,2,USD,0.06,0.01,0.07,0.08,0.12,0.18
ADNT,ADIENT PLC,US,Russell 1000,82.19,BD845X2,IE00BD845X29,New York Stock Exchange Inc.,ADNT:US,2,USD,0.14,0.14,0.07,0.16,0.08,0.16
SCG,SCANA CORP,US,Russell 1000,58.21,2545844,US80589M1027,New York Stock Exchange Inc.,SCG:US,2,USD,0.13,0.14,0.08,0.05,0.22,0.12
KSS,KOHLS CORP,US,Russell 1000,45.38,2496113,US5002551043,New York Stock Exchange Inc.,KSS:US,2,USD,0.14,0.08,0.01,0.04,0.01,0.07
ALKS,ALKERMES,US,Russell 1000,50.54,B3P6D26,IE00B56GVS15,NASDAQ,ALKS:US,2,USD,0.06,0.22,0.06,0.15,0.2,0.01
COTY,COTY INC CLASS A,US,Russell 1000,16.62,BBBSMJ2,US2220702037,New York Stock Exchange Inc.,COTY:US,2,USD,0.21,0.18,0.19,0.15,0.11,0.1
MAN,MANPOWER INC,US,Russell 1000,116.45,2562490,US56418H1005,New York Stock Exchange Inc.,MAN:US,2,USD,0.09,0.19,0.17,0.02,0.07,0.06
PKI,PERKINELMER INC,US,Russell 1000,69.06,2305844,US7140461093,New York Stock Exchange Inc.,PKI:US,2,USD,0.13,0.18,0.03,0.08,0.07,0.12
CMG,CHIPOTLE MEXICAN GRILL INC,US,Russell 1000,303.41,B0X7DZ3,US1696561059,New York Stock Exchange Inc.,CMG:US,2,USD,0.11,0.06,0.11,0.15,0.18,0.18
NRG,NRG ENERGY INC,US,Russell 1000,24.62,2212922,US6293775085,New York Stock Exchange Inc.,NRG:US,2,USD,0.03,0.21,0.06,0.21,0.13,0.06
PHM,PULTEGROUP INC,US,Russell 1000,26.23,2708841,US7458671010,New York Stock Exchange Inc.,PHM:US,2,USD,0.17,0.22,0.03,0.2,0.17,0.21
LSXMK,LIBERTY MEDIA LIBERTY SIRIUSXM COR,US,Russell 1000,41.93,BD8QGH9,US5312296073,NASDAQ,LSXMK:US,2,USD,0.19,0.22,0.19,0.07,0.14,0.03
GLPI,GAMING AND LEISURE PROPERTIES REIT,US,Russell 1000,37.55,BFPK4S5,US36467J1088,NASDAQ,GLPI:US,2,USD,0.12,0.1,0.22,0.21,0.07,0.02
KEYS,KEYSIGHT TECHNOLOGIES INC,US,Russell 1000,41.33,BQZJ0Q9,US49338L1035,New York Stock Exchange Inc.,KEYS:US,2,USD,0.08,0.07,0.19,0.06,0.04,0.04
AES,AES CORP,US,Russell 1000,11.33,2002479,US00130H1059,New York Stock Exchange Inc.,AES:US,2,USD,0.11,0.22,0.02,0.11,0.1,0.02
OA,ORBITAL ATK INC,US,Russell 1000,132.42,BVGC686,US68557N1037,New York Stock Exchange Inc.,OA:US,2,USD,0.06,0.1,0.21,0.01,0.18,0.19
WCG,WELLCARE HEALTHCARE PLANS INC,US,Russell 1000,168.16,B01R258,US94946T1060,New York Stock Exchange Inc.,WCG:US,2,USD,0.06,0.1,0.08,0.11,0.14,0.18
FFIV,F5 NETWORKS INC,US,Russell 1000,116.76,2427599,US3156161024,NASDAQ,FFIV:US,2,USD,0.2,0.22,0.08,0.12,0.01,0.02
ON,ON SEMICONDUCTOR CORP,US,Russell 1000,17.62,2583576,US6821891057,NASDAQ,ON:US,2,USD,0.13,0.05,0.02,0.22,0.05,0.09
XRX,XEROX CORP,US,Russell 1000,32.44,BYWTW73,US9841216081,New York Stock Exchange Inc.,XRX:US,2,USD,0.15,0.01,0.01,0.08,0.16,0.13
QGEN,QIAGEN NV,US,Russell 1000,32.23,BYXS688,NL0012169213,NASDAQ,QGEN:US,2,USD,0.2,0.11,0.12,0.22,0.21,0.17
WBC,WABCO HOLDINGS INC,US,Russell 1000,146.87,B23CNQ3,US92927K1025,New York Stock Exchange Inc.,WBC:US,2,USD,0.21,0.03,0.05,0.01,0.17,0.07
SNI,SCRIPPS NETWORKS INTERACTIVE INC C,US,Russell 1000,85.81,B39QT24,US8110651010,NASDAQ,SNI:US,2,USD,0.18,0.11,0.13,0.11,0.02,0.02
WPC,W. P. CAREY REIT INC,US,Russell 1000,69.03,B826YT8,US92936U1097,New York Stock Exchange Inc.,WPC:US,2,USD,0.22,0.14,0.16,0.05,0.22,0.08
VOYA,VOYA FINANCIAL INC,US,Russell 1000,38.57,BKWQ2N2,US9290891004,New York Stock Exchange Inc.,VOYA:US,2,USD,0.15,0.03,0.01,0.11,0.19,0.08
IONS,IONIS PHARMACEUTICALS INC,US,Russell 1000,59.07,BDJ0LS6,US4622221004,NASDAQ,IONS:US,2,USD,0.06,0.18,0.06,0.06,0.09,0.15
STE,STERIS,US,Russell 1000,86.9,BVVBC02,GB00BVVBC028,New York Stock Exchange Inc.,STE:US,2,USD,0.03,0.05,0.12,0.07,0.21,0.01
MRVL,MARVELL TECHNOLOGY GROUP LTD,US,Russell 1000,18.15,2594653,BMG5876H1051,NASDAQ,MRVL:US,2,USD,0.03,0.07,0.17,0.05,0.03,0.11
MAC,MACERICH REIT,US,Russell 1000,53.14,2543967,US5543821012,New York Stock Exchange Inc.,MAC:US,2,USD,0.06,0.17,0.05,0.11,0.02,0.02
WR,WESTAR ENERGY INC,US,Russell 1000,50.58,2484000,US95709T1007,New York Stock Exchange Inc.,WR:US,2,USD,0.06,0.21,0.17,0.07,0.12,0.22
MOS,MOSAIC,US,Russell 1000,20.84,B3NPHP6,US61945C1036,New York Stock Exchange Inc.,MOS:US,2,USD,0.03,0.01,0.1,0.17,0.22,0.07
ARW,ARROW ELECTRONICS INC,US,Russell 1000,79.8,2051404,US0427351004,New York Stock Exchange Inc.,ARW:US,2,USD,0.08,0.02,0.15,0.09,0.22,0.04
XPO,XPO LOGISTICS INC,US,Russell 1000,61.54,B6Z1355,US9837931008,New York Stock Exchange Inc.,XPO:US,2,USD,0.2,0.06,0.18,0.1,0.09,0.11
BERY,BERRY GLOBAL GROUP INC,US,Russell 1000,55.49,B8BR3H3,US08579W1036,New York Stock Exchange Inc.,BERY:US,2,USD,0.04,0.18,0.03,0.09,0.09,0.14
AFG,AMERICAN FINANCIAL GROUP INC,US,Russell 1000,101.97,2134532,US0259321042,New York Stock Exchange Inc.,AFG:US,2,USD,0.12,0.12,0.14,0.11,0.1,0.17
TER,TERADYNE INC,US,Russell 1000,36.19,2884183,US8807701029,New York Stock Exchange Inc.,TER:US,2,USD,0.1,0.06,0.14,0.07,0.11,0.2
ELS,EQUITY LIFESTYLE PROPERTIES REIT I,US,Russell 1000,87.87,2563125,US29472R1086,New York Stock Exchange Inc.,ELS:US,2,USD,0.06,0.11,0.02,0.07,0.01,0.01
OGE,OGE ENERGY CORP,US,Russell 1000,36.25,2657802,US6708371033,New York Stock Exchange Inc.,OGE:US,2,USD,0.09,0.22,0.02,0.18,0.06,0.1
KORS,MICHAEL KORS HOLDINGS LTD,US,Russell 1000,46.18,B7341C6,VGG607541015,New York Stock Exchange Inc.,KORS:US,2,USD,0.18,0.1,0.22,0.03,0.07,0.08
AIV,APARTMENT INVESTMENT AND MANAGEMEN,US,Russell 1000,45.44,2057059,US03748R1014,New York Stock Exchange Inc.,AIV:US,2,USD,0.11,0.12,0.21,0.01,0.16,0.14
SQ,SQUARE INC CLASS A,US,Russell 1000,28.56,BYNZGK1,US8522341036,New York Stock Exchange Inc.,SQ:US,2,USD,0.1,0.1,0.07,0.18,0.15,0.21
AYI,ACUITY BRANDS INC,US,Russell 1000,157.66,2818461,US00508Y1029,New York Stock Exchange Inc.,AYI:US,2,USD,0.08,0.2,0.02,0.21,0.14,0.01
PF,PINNACLE FOODS INC,US,Russell 1000,58.48,B94DGV0,US72348P1049,New York Stock Exchange Inc.,PF:US,2,USD,0.05,0.12,0.22,0.09,0.04,0.08
LW,LAMB WESTON HOLDINGS INC,US,Russell 1000,46.39,BDQZFJ3,US5132721045,New York Stock Exchange Inc.,LW:US,2,USD,0.18,0.09,0.17,0.02,0.06,0.13
CLNS,COLONY NORTHSTAR INC CLASS A,US,Russell 1000,12.91,BZBYG74,US19625W1045,New York Stock Exchange Inc.,CLNS:US,2,USD,0.01,0.17,0.21,0.22,0.1,0.13
WST,WEST PHARMACEUTICAL SERVICES INC,US,Russell 1000,94.56,2950482,US9553061055,New York Stock Exchange Inc.,WST:US,2,USD,0.15,0.15,0.01,0.19,0.02,0.11
JEC,JACOBS ENGINEERING GROUP INC,US,Russell 1000,56.85,2469052,US4698141078,New York Stock Exchange Inc.,JEC:US,2,USD,0.15,0.16,0.08,0.04,0.21,0.02
MIDD,MIDDLEBY CORP,US,Russell 1000,121.77,2590930,US5962781010,NASDAQ,MIDD:US,2,USD,0.1,0.03,0.17,0.04,0.22,0.16
SUI,SUN COMMUNITIES REIT INC,US,Russell 1000,88.76,2860257,US8666741041,New York Stock Exchange Inc.,SUI:US,2,USD,0.2,0.17,0.18,0.02,0.14,0.2
AAP,ADVANCE AUTO PARTS INC,US,Russell 1000,94.85,2822019,US00751Y1064,New York Stock Exchange Inc.,AAP:US,2,USD,0.09,0.09,0.15,0.04,0.07,0.2
GXP,GREAT PLAINS ENERGY INC,US,Russell 1000,30.74,2483706,US3911641005,New York Stock Exchange Inc.,GXP:US,2,USD,0.03,0.21,0.19,0.2,0.09,0.09
GPS,GAP INC,US,Russell 1000,27.94,2360326,US3647601083,New York Stock Exchange Inc.,GPS:US,2,USD,0.04,0.1,0.05,0.05,0.12,0.22
IPGP,IPG PHOTONICS CORP,US,Russell 1000,184.22,2698782,US44980X1090,NASDAQ,IPGP:US,2,USD,0.04,0.14,0.2,0.18,0.08,0.11
NDSN,NORDSON CORP,US,Russell 1000,114.62,2641838,US6556631025,NASDAQ,NDSN:US,2,USD,0.02,0.15,0.22,0.03,0.13,0.15
GGG,GRACO INC,US,Russell 1000,121.86,2380443,US3841091040,New York Stock Exchange Inc.,GGG:US,2,USD,0.06,0.04,0.18,0.13,0.2,0.2
HDS,HD SUPPLY HOLDINGS INC,US,Russell 1000,33.39,BBL5981,US40416M1053,NASDAQ,HDS:US,2,USD,0.01,0.1,0.12,0.15,0.08,0.11
M,MACYS INC,US,Russell 1000,21.78,2345022,US55616P1049,New York Stock Exchange Inc.,M:US,2,USD,0.15,0.09,0.13,0.1,0.03,0.2
FWONK,LIBERTY MEDIA FORMULA ONE CORP SER,US,Russell 1000,38.3,BD8QGD5,US5312298541,NASDAQ,FWONK:US,2,USD,0.03,0.08,0.03,0.03,0.1,0.17
ZAYO,ZAYO GROUP HOLDINGS INC,US,Russell 1000,35.55,BRJ3H07,US98919V1052,New York Stock Exchange Inc.,ZAYO:US,2,USD,0.04,0.07,0.02,0.12,0.13,0.1
SSNC,SS AND C TECHNOLOGIES HOLDINGS INC,US,Russell 1000,38.15,B58YSC6,US78467J1007,NASDAQ,SSNC:US,2,USD,0.14,0.02,0.1,0.04,0.16,0.06
MKTX,MARKETAXESS HOLDINGS INC,US,Russell 1000,179.98,B03Q9D0,US57060D1081,NASDAQ,MKTX:US,2,USD,0.1,0.04,0.03,0.07,0.13,0.13
TTC,TORO,US,Russell 1000,61.74,2897040,US8910921084,New York Stock Exchange Inc.,TTC:US,2,USD,0.1,0.2,0.08,0.17,0.08,0.15
RPM,RPM INTERNATIONAL INC,US,Russell 1000,50.57,2756174,US7496851038,New York Stock Exchange Inc.,RPM:US,2,USD,0.03,0.03,0.08,0.22,0.1,0.22
KRC,KILROY REALTY REIT CORP,US,Russell 1000,68.6,2495529,US49427F1084,New York Stock Exchange Inc.,KRC:US,2,USD,0.04,0.11,0.14,0.03,0.17,0.14
CPRT,COPART INC,US,Russell 1000,32.54,2208073,US2172041061,NASDAQ,CPRT:US,2,USD,0.04,0.14,0.02,0.21,0.19,0.02
COHR,COHERENT INC,US,Russell 1000,265.87,2208374,US1924791031,NASDAQ,COHR:US,2,USD,0.19,0.08,0.08,0.14,0.14,0.22
FDS,FACTSET RESEARCH SYSTEMS INC,US,Russell 1000,163.05,2329770,US3030751057,New York Stock Exchange Inc.,FDS:US,2,USD,0.22,0.05,0.09,0.17,0.2,0.07
ACC,AMERICAN CAMPUS COMMUNITIES REIT I,US,Russell 1000,47.77,B02H871,US0248351001,New York Stock Exchange Inc.,ACC:US,2,USD,0.06,0.14,0.13,0.22,0.2,0.18
SBNY,SIGNATURE BANK,US,Russell 1000,120.15,B00JQL9,US82669G1040,NASDAQ,SBNY:US,2,USD,0.03,0.18,0.11,0.1,0.19,0.03
LII,LENNOX INTERNATIONAL INC,US,Russell 1000,165.83,2442053,US5261071071,New York Stock Exchange Inc.,LII:US,2,USD,0.15,0.17,0.08,0.15,0.12,0.11
ABMD,ABIOMED INC,US,Russell 1000,157.1,2003698,US0036541003,NASDAQ,ABMD:US,2,USD,0.02,0.15,0.22,0.18,0.12,0.13
FCEA,FOREST CITY REALTY REIT INC TRUST,US,Russell 1000,25.2,BD8Q486,US3456051099,New York Stock Exchange Inc.,FCEA:US,2,USD,0.02,0.1,0.16,0.1,0.11,0.03
NNN,NATIONAL RETAIL PROPERTIES REIT IN,US,Russell 1000,42.82,2211811,US6374171063,New York Stock Exchange Inc.,NNN:US,2,USD,0.14,0.19,0.15,0.19,0.03,0.18
WAB,WESTINGHOUSE AIR BRAKE TECHNOLOGIE,US,Russell 1000,74.35,2955733,US9297401088,New York Stock Exchange Inc.,WAB:US,2,USD,0.06,0.16,0.14,0.04,0.11,0.13
JBLU,JETBLUE AIRWAYS CORP,US,Russell 1000,19.04,2852760,US4771431016,NASDAQ,JBLU:US,2,USD,0.19,0.04,0.03,0.02,0.22,0.02
TRU,TRANSUNION,US,Russell 1000,42.2,BYMWL86,US89400J1079,New York Stock Exchange Inc.,TRU:US,2,USD,0.14,0.15,0.15,0.09,0.11,0.05
OHI,OMEGA HEALTHCARE INVESTORS REIT IN,US,Russell 1000,32.53,2043274,US6819361006,New York Stock Exchange Inc.,OHI:US,2,USD,0.05,0.21,0.05,0.2,0.21,0.12
PII,POLARIS INDUSTRIES INC,US,Russell 1000,106.59,2692933,US7310681025,New York Stock Exchange Inc.,PII:US,2,USD,0.21,0.12,0.1,0.07,0.16,0.11
CSL,CARLISLE COMPANIES INC,US,Russell 1000,97.49,2176318,US1423391002,New York Stock Exchange Inc.,CSL:US,2,USD,0.01,0.14,0.18,0.19,0.11,0.19
SCI,SERVICE,US,Russell 1000,34.75,2797560,US8175651046,New York Stock Exchange Inc.,SCI:US,2,USD,0.18,0.08,0.08,0.11,0.14,0.22
SERV,SERVICEMASTER GLOBAL HOLDINGS INC,US,Russell 1000,47.06,BNG8BF0,US81761R1095,New York Stock Exchange Inc.,SERV:US,2,USD,0.2,0.2,0.2,0.12,0.01,0.16
CIT,CIT GROUP INC,US,Russell 1000,46.3,B4Z73G0,US1255818015,New York Stock Exchange Inc.,CIT:US,2,USD,0.01,0.08,0.04,0.2,0.21,0.01
PTC,PTC INC,US,Russell 1000,55.44,B95N910,US69370C1009,NASDAQ,PTC:US,2,USD,0.16,0.12,0.03,0.11,0.05,0.17
GRMN,GARMIN LTD,US,Russell 1000,51.94,B3Z5T14,CH0114405324,NASDAQ,GRMN:US,2,USD,0.16,0.15,0.02,0.06,0.09,0.16
ODFL,OLD DOMINION FREIGHT LINE INC,US,Russell 1000,102.45,2656423,US6795801009,NASDAQ,ODFL:US,2,USD,0.12,0.15,0.11,0.19,0.19,0.01
COMM,COMMSCOPE HOLDING INC,US,Russell 1000,32.74,BFRBX34,US20337X1090,NASDAQ,COMM:US,2,USD,0.03,0.18,0.12,0.07,0.09,0.17
BURL,BURLINGTON STORES INC,US,Russell 1000,89.38,BF311Y5,US1220171060,New York Stock Exchange Inc.,BURL:US,2,USD,0.22,0.02,0.07,0.08,0.05,0.07
AXTA,AXALTA COATING SYSTEMS LTD,US,Russell 1000,29.28,BSFWCF5,BMG0750C1082,New York Stock Exchange Inc.,AXTA:US,2,USD,0.13,0.19,0.11,0.15,0.13,0.18
KAR,KAR AUCTION SERVICES INC,US,Russell 1000,45.3,B4Y1MH7,US48238T1097,New York Stock Exchange Inc.,KAR:US,2,USD,0.03,0.19,0.01,0.08,0.14,0.15
WRB,WR BERKLEY CORP,US,Russell 1000,64.96,2093644,US0844231029,New York Stock Exchange Inc.,WRB:US,2,USD,0.15,0.02,0.09,0.2,0.13,0.06
LPT,LIBERTY PROPERTY REIT TRUST,US,Russell 1000,42.51,2513681,US5311721048,New York Stock Exchange Inc.,LPT:US,2,USD,0.17,0.19,0.03,0.03,0.09,0.05
HUBB,HUBBELL INC,US,Russell 1000,112.76,BDFG6S3,US4435106079,New York Stock Exchange Inc.,HUBB:US,2,USD,0.17,0.2,0.21,0.19,0.1,0.12
BIVV,BIOVERATIV INC,US,Russell 1000,56.39,BDTYZ53,US09075E1001,NASDAQ,BIVV:US,2,USD,0.21,0.14,0.03,0.15,0.03,0.18
WTR,AQUA AMERICA INC,US,Russell 1000,33.75,2685234,US03836W1036,New York Stock Exchange Inc.,WTR:US,2,USD,0.08,0.05,0.15,0.22,0.18,0.04
DCI,DONALDSON INC,US,Russell 1000,45.24,2276467,US2576511099,New York Stock Exchange Inc.,DCI:US,2,USD,0.17,0.12,0.19,0.1,0.11,0.07
TOL,TOLL BROTHERS INC,US,Russell 1000,40.2,2896092,US8894781033,New York Stock Exchange Inc.,TOL:US,2,USD,0.22,0.11,0.17,0.01,0.03,0.22
ALNY,ALNYLAM PHARMACEUTICALS INC,US,Russell 1000,75.04,B00FWN1,US02043Q1076,NASDAQ,ALNY:US,2,USD,0.12,0.2,0.05,0.06,0.22,0.19
HTA,HEALTHCARE TRUST OF AMERICA REIT I,US,Russell 1000,30.67,BT9QF28,US42225P5017,New York Stock Exchange Inc.,HTA:US,2,USD,0.03,0.14,0.15,0.2,0.18,0.1
VEEV,VEEVA SYSTEMS INC CLASS A,US,Russell 1000,56.19,BFH3N85,US9224751084,New York Stock Exchange Inc.,VEEV:US,2,USD,0.05,0.14,0.2,0.01,0.02,0.17
RHI,ROBERT HALF,US,Russell 1000,47.45,2110703,US7703231032,New York Stock Exchange Inc.,RHI:US,2,USD,0.17,0.06,0.05,0.22,0.22,0.02
TYL,TYLER TECHNOLOGIES INC,US,Russell 1000,170.5,2909644,US9022521051,New York Stock Exchange Inc.,TYL:US,2,USD,0.22,0.03,0.08,0.11,0.02,0.19
LEG,LEGGETT & PLATT INC,US,Russell 1000,45.5,2510682,US5246601075,New York Stock Exchange Inc.,LEG:US,2,USD,0.21,0.06,0.21,0.17,0.01,0.05
OSK,OSHKOSH CORP,US,Russell 1000,79.35,2663520,US6882392011,New York Stock Exchange Inc.,OSK:US,2,USD,0.17,0.04,0.01,0.12,0.09,0.16
PBCT,PEOPLES UNITED FINANCIAL INC,US,Russell 1000,17.21,B1W41J2,US7127041058,NASDAQ,PBCT:US,2,USD,0.22,0.09,0.21,0.15,0.11,0.12
HFC,HOLLYFRONTIER CORP,US,Russell 1000,33.67,B5VX1H6,US4361061082,New York Stock Exchange Inc.,HFC:US,2,USD,0.04,0.02,0.08,0.09,0.2,0.01
DXCM,DEXCOM INC,US,Russell 1000,69.46,B0796X4,US2521311074,NASDAQ,DXCM:US,2,USD,0.15,0.2,0.1,0.06,0.09,0.06
OLED,UNIVERSAL DISPLAY CORP,US,Russell 1000,142.2,2277880,US91347P1057,NASDAQ,OLED:US,2,USD,0.05,0.08,0.18,0.06,0.18,0.02
BRX,BRIXMOR PROPERTY GROUP REIT INC,US,Russell 1000,19.14,BFTDJL8,US11120U1051,New York Stock Exchange Inc.,BRX:US,2,USD,0.18,0.12,0.1,0.19,0.08,0.02
RGLD,ROYAL GOLD INC,US,Russell 1000,91.48,2755706,US7802871084,NASDAQ,RGLD:US,2,USD,0.13,0.07,0.14,0.2,0.01,0.08
LYV,LIVE NATION ENTERTAINMENT INC,US,Russell 1000,43.19,B0T7YX2,US5380341090,New York Stock Exchange Inc.,LYV:US,2,USD,0.04,0.07,0.02,0.11,0.19,0.1
LOGM,LOGMEIN INC,US,Russell 1000,112.55,B600J15,US54142L1098,NASDAQ,LOGM:US,2,USD,0.22,0.01,0.21,0.11,0.09,0.16
PACW,PACWEST BANCORP,US,Russell 1000,47.32,2619772,US6952631033,NASDAQ,PACW:US,2,USD,0.21,0.09,0.09,0.21,0.06,0.07
PE,PARSLEY ENERGY INC CLASS A,US,Russell 1000,25.23,BMMV736,US7018771029,New York Stock Exchange Inc.,PE:US,2,USD,0.2,0.21,0.17,0.09,0.09,0.08
GWRE,GUIDEWIRE SOFTWARE INC,US,Russell 1000,77.99,B7JYSG3,US40171V1008,New York Stock Exchange Inc.,GWRE:US,2,USD,0.11,0.14,0.07,0.08,0.16,0.06
NYCB,NEW YORK COMMUNITY BANCORP DS REP,US,Russell 1000,12.33,2711656,US6494451031,New York Stock Exchange Inc.,NYCB:US,2,USD,0.02,0.17,0.08,0.19,0.15,0.17
ATH,ATHENE HOLDING LTD,US,Russell 1000,53.78,BZ13MZ1,BMG0684D1074,New York Stock Exchange Inc.,ATH:US,2,USD,0.06,0.14,0.18,0.05,0.05,0.05
MSCC,MICROSEMI CORP,US,Russell 1000,50.17,2588140,US5951371005,NASDAQ,MSCC:US,2,USD,0.02,0.09,0.04,0.08,0.12,0.11
HUN,HUNTSMAN CORP,US,Russell 1000,28.29,B0650B9,US4470111075,New York Stock Exchange Inc.,HUN:US,2,USD,0.12,0.21,0.01,0.18,0.19,0.15
ZBRA,ZEBRA TECHNOLOGIES CORP CLASS A,US,Russell 1000,108.16,2989356,US9892071054,NASDAQ,ZBRA:US,2,USD,0.1,0.01,0.05,0.17,0.03,0.11
SRCL,STERICYCLE INC,US,Russell 1000,70.19,2860826,US8589121081,NASDAQ,SRCL:US,2,USD,0.22,0.21,0.01,0.06,0.16,0.2
FTNT,FORTINET INC,US,Russell 1000,38.54,B5B2106,US34959E1091,NASDAQ,FTNT:US,2,USD,0.2,0.21,0.09,0.2,0.15,0.13
MIC,MACQUARIE INFRASTRUCTURE CORP,US,Russell 1000,73.45,B1Z4VB1,US55608B1052,New York Stock Exchange Inc.,MIC:US,2,USD,0.08,0.19,0.03,0.22,0.09,0.12
FLR,FLUOR CORP,US,Russell 1000,40.49,2696838,US3434121022,New York Stock Exchange Inc.,FLR:US,2,USD,0.02,0.05,0.2,0.2,0.09,0.07
THO,THOR INDUSTRIES INC,US,Russell 1000,114.9,2889876,US8851601018,New York Stock Exchange Inc.,THO:US,2,USD,0.03,0.19,0.2,0.03,0.06,0.08
STWD,STARWOOD PROPERTY TRUST REIT INC,US,Russell 1000,21.96,B3PQ520,US85571B1052,New York Stock Exchange Inc.,STWD:US,2,USD,0.16,0.07,0.18,0.2,0.21,0.2
POST,POST HOLDINGS INC,US,Russell 1000,86.36,B6T0518,US7374461041,New York Stock Exchange Inc.,POST:US,2,USD,0.03,0.05,0.08,0.1,0.08,0.05
LULU,LULULEMON ATHLETICA INC,US,Russell 1000,58.95,B23FN39,US5500211090,NASDAQ,LULU:US,2,USD,0.11,0.08,0.06,0.05,0.11,0.05
DEI,DOUGLAS EMMETT REIT INC,US,Russell 1000,38.84,B1G3M58,US25960P1093,New York Stock Exchange Inc.,DEI:US,2,USD,0.09,0.01,0.09,0.17,0.05,0.06
BRO,BROWN & BROWN INC,US,Russell 1000,46.96,2692687,US1152361010,New York Stock Exchange Inc.,BRO:US,2,USD,0.09,0.16,0.07,0.07,0.1,0.04
JBL,JABIL INC,US,Russell 1000,31.44,2471789,US4663131039,New York Stock Exchange Inc.,JBL:US,2,USD,0.21,0.03,0.15,0.17,0.06,0.08
OLN,OLIN CORP,US,Russell 1000,33.71,2658526,US6806652052,New York Stock Exchange Inc.,OLN:US,2,USD,0.01,0.1,0.07,0.02,0.2,0.13
ACM,AECOM,US,Russell 1000,35.01,B1VZ431,US00766T1007,New York Stock Exchange Inc.,ACM:US,2,USD,0.06,0.2,0.05,0.2,0.04,0.08
DCT,DCT INDUSTRIAL TRUST REIT INC TRUS,US,Russell 1000,59.49,BRWPYN2,US2331532042,New York Stock Exchange Inc.,DCT:US,2,USD,0.07,0.13,0.16,0.17,0.19,0.09
TDY,TELEDYNE TECHNOLOGIES INC,US,Russell 1000,158.84,2503477,US8793601050,New York Stock Exchange Inc.,TDY:US,2,USD,0.07,0.06,0.22,0.2,0.07,0.17
PWR,QUANTA SERVICES INC,US,Russell 1000,36.77,2150204,US74762E1029,New York Stock Exchange Inc.,PWR:US,2,USD,0.14,0.2,0.17,0.09,0.21,0.17
NFX,NEWFIELD EXPLORATION,US,Russell 1000,27.8,2635079,US6512901082,New York Stock Exchange Inc.,NFX:US,2,USD,0.08,0.08,0.13,0.04,0.13,0.09
ATR,APTARGROUP INC,US,Russell 1000,85.56,2045247,US0383361039,New York Stock Exchange Inc.,ATR:US,2,USD,0.21,0.14,0.2,0.15,0.16,0.05
OZRK,BANK OF OZARKS,US,Russell 1000,44.98,2085856,US0639041062,NASDAQ,OZRK:US,2,USD,0.08,0.06,0.05,0.05,0.11,0.13
CONE,CYRUSONE REIT INC,US,Russell 1000,62.6,B7YRLH9,US23283R1005,NASDAQ,CONE:US,2,USD,0.04,0.2,0.12,0.1,0.22,0.12
CPN,CALPINE CORP,US,Russell 1000,14.72,B2NKK22,US1313473043,New York Stock Exchange Inc.,CPN:US,2,USD,0.03,0.07,0.05,0.16,0.06,0.13
FLS,FLOWSERVE CORP,US,Russell 1000,41.97,2288406,US34354P1057,New York Stock Exchange Inc.,FLS:US,2,USD,0.22,0.1,0.05,0.15,0.1,0.19
EV,EATON VANCE COM NON VOTING CORP,US,Russell 1000,47.84,2301057,US2782651036,New York Stock Exchange Inc.,EV:US,2,USD,0.02,0.12,0.15,0.22,0.05,0.08
VVC,VECTREN CORP,US,Russell 1000,66,2572949,US92240G1013,New York Stock Exchange Inc.,VVC:US,2,USD,0.06,0.21,0.19,0.12,0.05,0.11
FLIR,FLIR SYSTEMS INC,US,Russell 1000,39.77,2344717,US3024451011,NASDAQ,FLIR:US,2,USD,0.19,0.12,0.01,0.01,0.08,0.06
